ACCER,MTR,BIAS,CCI,KBJ,CYE,RSI,RSI6,WR,MAWR
-0.014569834732945932,242.1652000000005,-3.627670560633866,-185.9640948857028,25.99553409774885,-1.2632886372175351,18.9717505431763,37.66168271176745,79.09321506628596,78.3386639559005
-0.014569834732945932,187.4400000000005,-3.589157434251165,-158.914571363923,26.9700795141145,-1.2632886372175351,30.9107844572437,35.85987142546318,65.06469058596434,61.43476040364199
-0.014569834732945932,242.1652000000005,-3.627670560633866,-176.5891620509512,20.60264359514168,-1.2632886372175351,18.9717505431763,30.53344487570079,95.03993385658613,96.32543465482561
-0.014569834732945932,242.1652000000005,-3.627670560633866,-147.8192918418078,19.24451309168023,-1.2632886372175351,24.73550386083686,25.20029400032248,78.46245294234197,77.42339570717395
-0.014569834732945932,242.1652000000005,-3.627670560633866,-142.9461174271748,16.194135788628365,-1.2632886372175351,18.9717505431763,23.83886327392026,95.03993385658613,96.32543465482561
-0.014569834732945932,210.9499999999998,-3.627670560633866,-132.9969906335431,16.194135788628365,-1.2632886372175351,18.9717505431763,23.83886327392026,91.9701921228501,86.74506509869808
-0.014569834732945932,242.1652000000005,-3.627670560633866,-119.5591239515094,16.194135788628365,-1.2632886372175351,18.9717505431763,23.83886327392026,95.03993385658613,96.32543465482561
-0.014569834732945932,242.1652000000005,-1.601018559798212,-104.787204498165,16.194135788628365,-1.0807112798239,28.53578995340281,23.83886327392026,80.45884444269848,67.12706725923971
-0.008174858492486867,242.1652000000005,-3.627670560633866,-94.79600092114973,16.194135788628365,-1.2632886372175351,23.41803591155869,23.83886327392026,91.20818882364722,82.66580757799346
-0.005784666435855326,242.1652000000005,-0.8658136661547988,-86.66955713754969,16.194135788628365,-0.4957319055371652,29.04856634009679,23.83886327392026,81.18069608201853,68.6139476961395
0.006457708376028141,242.1652000000005,2.0771944085415126,-57.52719226219308,20.38933147833869,0.2010439112771935,42.12078092524254,26.0563813428921,64.88900172489751,5.89400792538923
0.005388449947055584,149.2399999999998,1.583030495594769,-44.88786209951157,27.70364917455091,0.7120531074879431,39.76016171301576,29.66488271387411,65.99699307746957,20.54894996911675
0.002479921452450432,242.1652000000005,-2.480957971147348,-65.67213787681725,27.58763507710926,-0.7844262024857375,30.84996792882012,32.28888355611056,83.37247729303931,69.11673872760963
