open,volume,money,DKX,OSC,MAUDL,CHO,MACHO,AMO1,AMO2
5705.07,5966572700.0,79416816225.0,5767.714642857144,-9416.599999999926,5766.186340277782,-51720.9209498195,-331434.274844646,7848775.48514,7849921.22721
5728.9,5998470400.0,80771652279.0,5758.344507936506,-8642.899999999918,5765.165534722221,69429.3002549063,-232432.5344336079,7929621.547840001,7949609.406450001
5706.0,4926065240.0,65125799190.0,5746.917388888887,-10098.54999999998,5764.37066666667,116869.6008275673,-122940.9448589976,7515555.8383,7831681.424269999
5721.83,9523807200.0,123903097325.0,5753.089492063492,14602.10000000006,5765.986375000001,341199.2106882312,4489.464361735561,8466165.62272,8186391.737910001
5957.18,9451398700.0,130683567719.0,5769.969920634921,18228.10000000009,5773.831583333334,580847.8069282859,151730.0412171098,9598018.65476,8698385.545049999
5961.72,8124530800.0,108782016816.0,5790.383611111111,23000.0000000001,5789.447097222223,870055.0388371933,321113.3394310616,10185322.66658,9017049.075860001
6016.95,8484351400.0,117598513465.0,5814.609595238095,23000.0000000001,5810.835166666668,991122.578351333,494920.5893145861,10921859.8903,9425740.719069999
6051.95,7355282000.0,102119302871.0,5839.281341269842,23000.0000000001,5838.208687500003,1044461.086726512,657425.8870598541,11661729.96392,9588642.901109999
6048.32,6959825800.0,95045442990.0,5862.76350793651,22906.85000000003,5870.598590277782,1117106.716543144,824132.0730124499,11084576.87722,9775371.24997
6037.41,7349816300.0,102105515520.0,5883.70084920635,19256.50000000005,5900.48199305556,1195791.5876957597,968945.6210492045,10513015.83324,10055517.244
5943.73,8713985700.0,117810313153.0,5883.236412698413,-8587.39999999998,5917.51810416667,1178256.68612221,1068513.767581525,10693581.75998,10439452.21328
5723.99,6203270400.0,81369911480.0,5875.647547619048,-7197.649999999885,5921.079020833337,1159115.079372712,1116690.441004112,9969009.720280001,10445434.80529
5701.39,9087860500.0,122434527649.0,5879.729873015875,11109.80000000009,5919.103923611115,1195791.5876957597,1159665.244001584,10375314.21584,11018522.08988
5945.49,9603146000.0,131981653911.20003,5890.429547619045,8178.750000000309,5913.377090277781,1174686.039913326,1159665.244001584,11142348.0319,11113462.45456
5937.32,8906684100.0,118152309406.0,5900.906166666668,9885.35000000029,5907.454923611113,1082984.75458758,1159665.244001584,11463283.90962,10988149.87143
5965.82,7453014500.0,100491970325.0,5911.760444444444,10421.14999999994,5902.317583333337,967110.7187602306,1138623.081950926,11116917.05306,10905249.40652
6023.92,8814068600.0,118730709104.0,5919.168000000001,2624.650000000202,5904.59409027778,836346.219369885,1081638.004158871,11864133.00554,10916571.36291
5901.15,7241714500.0,93026461914.0,5928.164285714287,10836.59999999991,5914.169902777786,738236.5175237264,1011491.577184041,11275971.69084,10825642.95334
5998.67,7797955600.0,103604366492.0,5936.357873015874,6589.649999999892,5924.762298611119,622329.7817722,903615.6719878238,10680116.34482,10911232.18836
5967.52,9841986800.0,125507974957.0,5936.54592063492,-1807.549999999992,5932.735159722223,500691.7683778531,791283.2933985799,10827229.65584,11145256.78273
5864.73,8404790700.0,111586009783.0,5943.090801587302,10753.30000000004,5940.596569444446,662814.6756986869,721254.9469170977,11049110.445,11083013.74903
6018.91,9495272300.0,127682933115.0,5957.712412698413,15242.70000000033,5951.053131944445,832499.3795613395,698819.7237172821,11228154.92522,11546143.96538
6130.58,9305521800.0,121775346891.0,5973.856865079365,14467.30000000034,5966.001138888892,813887.7031372059,695076.6376785024,11803132.62476,11539552.1578
6127.99,7729966100.0,103442608063.0,5989.181420634922,13915.44999999996,5983.108937500002,913689.6032301779,724318.8186295769,11799897.45618,11240006.9005
6133.72,7381443300.0,96454340221.0,6003.327484126984,12031.65000000026,6002.402340277779,990505.5627016332,785681.4487844823,11218824.76146,11023027.20865
6079.58,10007819100.0,125652740519.0,6022.16303174603,22975.69999999996,6027.088097222223,1103286.859337228,886113.9639443777,11500159.37618,11274634.91059
6244.39,10792880000.0,131981653911.20003,6047.55080952381,23000.0000000001,6054.269972222227,1195791.5876957597,994840.3059711767,11683999.92666,11456077.42594
6250.49,9506962200.0,121875951293.0,6073.766293650795,23000.0000000001,6081.634972222227,1195791.5876957597,1104566.345995915,11686012.0147,11744572.31973
6291.06,10902949096.000002,131981653911.20003,6101.593857142858,23000.0000000001,6108.367159722225,1195791.5876957597,1159665.244001584,12634694.2982552,12224784.74692
6308.06,8806474100.0,116856242482.0,6128.538349206348,23000.0000000001,6135.833111111114,1195791.5876957597,1159665.244001584,12634694.2982552,12138267.42217
6320.06,10366286600.0,131981653911.20003,6154.691452380954,23000.0000000001,6163.788479166669,1195791.5876957597,1159665.244001584,12634694.2982552,12420121.2621
6309.82,10902949096.000002,131981653911.20003,6181.140404761905,23000.0000000001,6191.757909722225,1195791.5876957597,1159665.244001584,12634694.2982552,12468757.213675201
6413.81,10902949096.000002,131981653911.20003,6213.232484126984,23000.0000000001,6220.055416666669,1195791.5876957597,1159665.244001584,12634694.2982552,12468757.213675201
6437.28,9527158100.0,124877339066.0,6243.710031746033,23000.0000000001,6248.177527777781,1195791.5876957597,1159665.244001584,12634694.2982552,12468757.213675201
6459.63,9319290400.0,120337712841.0,6271.413293650794,23000.0000000001,6275.627388888894,1195791.5876957597,1159665.244001584,12634694.2982552,12468757.213675201
6426.86,8933062800.0,116299508439.0,6294.311373015874,20228.35000000032,6300.85063194445,1195791.5876957597,1159665.244001584,12634694.2982552,12468757.213675201
6407.03,8096187200.0,109308249329.0,6314.646285714284,19639.65000000062,6324.623569444448,1195791.5876957597,1159665.244001584,12285803.32752,12468757.213675201
6429.69,7482030800.0,101445290824.0,6333.830476190474,16192.50000000038,6344.581875000003,1195791.5876957597,1159665.244001584,11445362.00998,12468757.213675201
6414.8,8743792600.0,117363958834.0,6352.69058730159,16348.80000000039,6360.669409722225,1195791.5876957597,1159665.244001584,11295094.40534,12381956.18681
6437.88,8644549300.0,114814545560.0,6365.215309523809,8734.250000000611,6371.568347222224,1195791.5876957597,1159665.244001584,11184631.05972,12361539.21759
6383.56,8109003900.0,105671170636.0,6375.70730952381,8696.450000000277,6379.29388888889,1195791.5876957597,1159665.244001584,10972064.30366,12020536.98619
6410.82,8155655600.0,103166813043.0,6390.440650793652,15330.65000000033,6387.489388888891,1194936.535230791,1159665.244001584,10849235.57794,11567519.45273
6499.34,10902949096.000002,131981653911.20003,6388.35557936508,-11732.79999999968,6389.461576388893,953698.3566842917,1159665.244001584,12313796.02896,11879579.01947
6220.92,9131871200.0,114438917848.0,6377.472285714285,-10931.79999999966,6386.043687500001,708726.5425877348,1142722.378697488,12255295.20924,11775194.80729
6239.85,7268133200.0,90326551800.0,6364.480626984127,-15428.54999999963,6374.408916666674,439864.2045252481,978435.2221061789,11765535.33404,11475083.19688
6179.2,7291022100.0,87691638034.0,6342.400880952382,-24176.54999999968,6356.686736111115,234833.4930349318,802057.2624433622,11405944.682,11189004.49283
6100.75,5580505600.0,66288104959.0,6323.203317460317,-17748.59999999962,6332.895284722224,12593.23735313676,590775.3949026918,10668370.52032,10758803.04913
6154.47,6868695100.0,80885121046.0,6307.718746031746,-14265.54999999962,6305.202840277784,-157900.1701351153,365302.6106750389,8792606.67374,10553201.35135
6194.2,7055639400.0,84228162264.0,6296.620595238095,-9873.749999999745,6282.732222222228,-289097.8207378332,158169.914438017,8188391.562060001,10221843.38565
6231.53,6754335600.0,81408223905.0,6285.130095238094,-12884.9499999993,6264.360256944446,-403316.7389764627,-27170.63248934861,8010025.00416,9887780.1691
6191.65,7704788000.0,87087721739.0,6277.495246031745,-4029.249999999229,6254.665118055559,-503901.3001447907,-184464.8832676915,7997946.67826,9701945.68013
6283.29,7816512200.0,92794683063.0,6276.761309523808,1317.700000000696,6252.777847222226,-571071.2548947409,-318782.341255965,8528078.24034,9598224.38033
6336.54,7719742400.0,91372973411.0,6277.376960317458,-368.8499999992928,6258.65296527778,-400954.9591421075,-387707.0406718414,8737835.28764,8765220.980689999
6304.78,7068452700.0,84068495381.0,6271.214777777777,-8418.499999999312,6264.426194444443,-288522.170525549,-409477.3740702486,8734641.94998,8461516.75602
6218.35,6863547800.0,77608881956.0,6267.456301587304,-430.8499999992819,6269.786291666674,-127732.9637886686,-382583.2312453887,8658655.111000001,8334340.05758
6309.41,10902949096.000002,131981653911.20003,6276.326444444443,13760.85000000076,6280.08558333334,100037.7102779364,-298690.823036321,9640675.01486,8819310.846560001
6449.91,10902949096.000002,130364641339.0,6291.922095238096,16212.10000000083,6293.885562499996,321789.5855786791,-161075.6754157421,10392074.18038,9460076.210360002
6462.05,9578850800.0,110221545679.0,6308.482444444443,17806.90000000041,6310.958479166668,521688.8956549149,21051.01634253701,10769045.62574,9753440.45669
6485.93,10902949096.000002,120247896486.0,6326.381793650794,17773.40000000049,6329.347930555558,681379.9548514169,201440.16867479,11492633.64784,10113637.79891
6485.72,9182709900.0,100807655148.0,6343.702817460316,18144.30000000048,6352.837291666662,860298.6172145735,392910.2999648036,11956609.11168,10307632.11134
6499.75,9236915300.0,101907818836.0,6356.257698412698,10166.45000000044,6375.447541666666,923056.5269475919,568041.8817541866,11270991.14976,10455833.08231
6414.98,8057296300.0,86882141020.0,6367.442253968255,11330.30000000044,6392.649312499995,983590.8792225774,715300.7432449586,10401341.14338,10396707.66188
6432.88,7386234400.0,83336139396.0,6378.858706349204,10937.45000000044,6403.667638888891,951686.7016760302,820283.5959278507,9863633.01772,10316339.32173
6398.56,7972243100.0,90859885170.0,6383.953182539683,4992.05000000029,6408.802701388889,1012556.888629036,902094.9280902039,9275872.7914,10384253.21962
6395.77,7478579400.0,88200838749.0,6392.64734920635,6768.850000000293,6409.830222222222,1000854.231525363,955340.6408691962,9023736.46342,10490172.78755
6409.12,6895657000.0,82355641766.0,6400.228039682541,6857.600000000366,6407.856472222221,857988.4202005998,954955.6080335319,8632692.92202,9951842.03589
6428.97,6158835200.0,74080579914.0,6407.615285714287,5393.400000000292,6407.379381944443,723184.3487988417,921643.5783420742,8376661.699900001,9389001.421640001
6422.8,6527700500.0,75033509484.0,6413.344111111112,5060.300000000007,6408.452881944442,584626.3159749885,855149.4844674763,8210609.101660001,9037121.059690002
6434.26,7188610900.0,81004501535.0,6415.719158730157,-928.9499999997133,6409.14682638889,455338.5872298218,772424.798726441,8013501.42896,8644687.110180002
6371.49,6750696300.0,78519545108.0,6413.045761904764,-4150.249999999778,6408.645145833335,288825.8465455389,651802.9583791922,7819875.55614,8421806.00978
6372.62,6543463900.0,76419151271.0,6412.468888888889,-1171.399999999721,6407.439527777778,225431.370518792,522565.814878097,7701145.74624,8166919.334130001
6392.61,8682608700.0,104828522285.0,6417.5783015873,8189.500000000044,6408.370027777778,212828.2954147146,415039.1274137837,8316104.59366,8346383.146780001
6490.33,9319020900.0,109431482868.0,6426.524888888888,7444.250000000011,6411.391743055556,185127.7184381941,325363.0223536749,9004064.06134,8607336.5815
6489.62,7246413500.0,87823608439.0,6434.72145238095,8351.900000000023,6417.890756944446,108363.0319860172,245985.8083555129,9140446.199420001,8576973.81419
6518.68,7867246300.0,95311303692.0,6440.048626984126,2799.100000000362,6426.449847222225,57268.24027863005,179640.7505303145,9476281.3711,8648078.46362
6362.77,9004175600.0,104742908972.0,6428.675333333333,-14387.44999999963,6432.156555555557,35126.62294285046,137357.5465965334,10042756.52512,8871951.135680001
6324.74,6863666000.0,81512867167.0,6417.740809523809,-10804.14999999966,6433.7176875,28794.51740654639,104584.7377444918,9576443.42276,8946274.00821
6286.62,5831969200.0,69112385410.0,6403.901761904764,-13940.14999999972,6427.018444444442,12413.15717380098,71182.21470433958,8770061.4736,8887062.767469998
6292.81,5497876400.0,63813913419.0,6395.229031746032,-6606.999999999698,6416.118006944443,37233.55880830833,46533.18809935878,8289867.5732,8715156.88631
6344.71,5450561300.0,62741951536.0,6388.675126984125,-6034.399999999732,6399.99563194445,81977.87316146772,42135.66162860087,7638480.53008,8557380.95059
6342.0,5029034300.0,60152141209.0,6383.095269841269,-5479.399999999623,6383.602756944442,97746.77872696333,48882.0847033227,6746665.17482,8394710.849970002
6381.16,6297160000.0,73959516342.0,6381.926365079365,-1075.099999999657,6372.325694444443,18896.15926141257,46177.00742308301,6595598.15832,8086020.79054
6397.33,6257830700.0,72046479365.0,6380.763944444448,-2258.699999999681,6366.506506944443,-53602.38887547655,32444.18970941333,6654280.03742,7712170.755510001
6363.93,7210665900.0,80920791482.0,6369.704301587301,-14459.44999999965,6362.534673611113,-165544.9893358825,2784.498624464148,6996417.59868,7643142.585940002
6229.82,5640053300.0,63613816981.0,6357.891841269842,-9301.34999999973,6356.885722222224,-227097.6392031247,-41270.70104410654,7013854.90758,7326167.71883
6300.85,4926065240.0,55557965880.0,6348.782182539683,-9133.09999999974,6350.288000000001,-225932.0167163247,-92589.01602373792,6921971.401000001,6834318.287910001
6288.92,5069155800.0,58112818885.0,6341.732023809524,-6747.299999999996,6342.423472222222,-241212.4508204833,-149082.2209483131,6605037.45186,6600317.80509
6292.08,4926065240.0,52590567656.0,6337.040968253969,-3286.699999999655,6334.178097222223,-231644.7238100739,-190839.0347935611,6215919.21768,6435099.62755
6364.52,7272403500.0,87775587398.0,6342.305896825399,8342.249999999967,6330.014506944445,-233043.7994310025,-220745.9365528153,6353015.136,6674716.367339999
