Date,Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 00:00:00-05:00,ADBE,563.5,569.52001953125,563.3400268554688,564.5999755859375,1922900,0.0,0.0
2024-01-05 00:00:00-05:00,ADP,232.63999938964844,235.42999267578125,232.4499969482422,235.2100067138672,1765400,0.0,0.0
2024-01-05 00:00:00-05:00,ABNB,134.25,136.64999389648438,133.89500427246094,135.97999572753906,4004600,0.0,0.0
2024-01-05 00:00:00-05:00,GOOGL,136.75,137.16000366210938,135.14999389648438,135.72999572753906,22506000,0.0,0.0
2024-01-05 00:00:00-05:00,GOOG,138.3520050048828,138.80999755859375,136.85000610351562,137.38999938964844,15433200,0.0,0.0
2024-01-05 00:00:00-05:00,AMZN,144.69000244140625,146.58999633789062,144.52999877929688,145.24000549316406,45124800,0.0,0.0
2024-01-05 00:00:00-05:00,AMD,136.77999877929688,141.00999450683594,136.44000244140625,138.5800018310547,69595000,0.0,0.0
2024-01-05 00:00:00-05:00,AEP,83.12999725341797,84.54000091552734,82.9800033569336,84.06999969482422,2463900,0.0,0.0
2024-01-05 00:00:00-05:00,AMGN,302.20001220703125,303.5299987792969,299.760009765625,303.0,1874400,0.0,0.0
2024-01-05 00:00:00-05:00,ADI,186.00999450683594,187.8000030517578,184.97999572753906,186.5500030517578,2492200,0.0,0.0
2024-01-05 00:00:00-05:00,ANSS,344.0,359.989990234375,338.0299987792969,344.0799865722656,2926100,0.0,0.0
2024-01-05 00:00:00-05:00,AAPL,181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,62303300,0.0,0.0
2024-01-05 00:00:00-05:00,AMAT,150.0800018310547,151.52000427246094,148.0500030517578,149.0,5398900,0.0,0.0
2024-01-05 00:00:00-05:00,ASML,700.760009765625,709.7899780273438,699.5999755859375,703.3400268554688,579200,0.0,0.0
2024-01-05 00:00:00-05:00,AZN,68.30999755859375,68.91000366210938,68.0999984741211,68.37999725341797,5011900,0.0,0.0
2024-01-05 00:00:00-05:00,TEAM,221.67999267578125,230.6699981689453,221.67999267578125,226.10000610351562,1220900,0.0,0.0
2024-01-05 00:00:00-05:00,ADSK,228.77000427246094,231.86000061035156,228.41000366210938,229.52000427246094,1138100,0.0,0.0
2024-01-05 00:00:00-05:00,BKR,33.470001220703125,33.54999923706055,33.119998931884766,33.41999816894531,5629300,0.0,0.0
2024-01-05 00:00:00-05:00,BIIB,257.4700012207031,259.92999267578125,255.3800048828125,257.8800048828125,849600,0.0,0.0
2024-01-05 00:00:00-05:00,BKNG,3419.760009765625,3449.5,3394.260009765625,3408.139892578125,321800,0.0,0.0
2024-01-05 00:00:00-05:00,AVGO,1051.5999755859375,1055.4599609375,1041.510009765625,1049.280029296875,2247000,0.0,0.0
2024-01-05 00:00:00-05:00,CDNS,255.0,257.4200134277344,251.94000244140625,252.7100067138672,1692500,0.0,0.0
2024-01-05 00:00:00-05:00,CDW,214.50999450683594,215.4499969482422,213.14999389648438,214.0399932861328,1080000,0.0,0.0
2024-01-05 00:00:00-05:00,CHTR,375.0400085449219,380.7099914550781,372.0400085449219,372.20001220703125,998300,0.0,0.0
2024-01-05 00:00:00-05:00,CTAS,582.3800048828125,584.469970703125,574.5499877929688,577.260009765625,290200,0.0,0.0
2024-01-05 00:00:00-05:00,CSCO,50.18000030517578,50.369998931884766,49.869998931884766,50.09000015258789,13988500,0.0,0.0
2024-01-05 00:00:00-05:00,CCEP,65.19999694824219,65.41000366210938,64.25,64.61000061035156,1452400,0.0,0.0
2024-01-05 00:00:00-05:00,CTSH,72.80000305175781,73.47000122070312,72.69000244140625,72.83999633789062,2590200,0.0,0.0
2024-01-05 00:00:00-05:00,CMCSA,42.779998779296875,43.310001373291016,42.72999954223633,43.040000915527344,12647500,0.0,0.0
2024-01-05 00:00:00-05:00,CEG,115.11000061035156,117.66200256347656,115.11000061035156,116.23999786376953,1729900,0.0,0.0
2024-01-05 00:00:00-05:00,CPRT,46.54999923706055,46.709999084472656,46.209999084472656,46.54999923706055,3037100,0.0,0.0
2024-01-05 00:00:00-05:00,CSGP,81.12000274658203,81.87999725341797,80.4800033569336,81.33999633789062,1471000,0.0,0.0
2024-01-05 00:00:00-05:00,COST,656.1799926757812,659.6500244140625,652.239990234375,656.010009765625,2232100,0.0,0.0
2024-01-05 00:00:00-05:00,CRWD,245.0,249.47999572753906,244.64999389648438,247.4600067138672,2405900,0.0,0.0
2024-01-05 00:00:00-05:00,CSX,34.66999816894531,34.91999816894531,34.56999969482422,34.619998931884766,7118800,0.0,0.0
2024-01-05 00:00:00-05:00,DDOG,113.0199966430664,117.04000091552734,112.98799896240234,115.98999786376953,4539100,0.0,0.0
2024-01-05 00:00:00-05:00,DXCM,121.2699966430664,124.98999786376953,120.5,123.9800033569336,2084900,0.0,0.0
2024-01-05 00:00:00-05:00,FANG,156.8000030517578,157.64999389648438,154.63999938964844,155.9499969482422,1654700,0.0,0.0
2024-01-05 00:00:00-05:00,DLTR,135.89999389648438,137.7899932861328,135.25,136.2899932861328,1649300,0.0,0.0
2024-01-05 00:00:00-05:00,DASH,93.54000091552734,95.76000213623047,93.52999877929688,94.80999755859375,2441200,0.0,0.0
2024-01-05 00:00:00-05:00,EA,135.75999450683594,136.8800048828125,135.24000549316406,135.61000061035156,1698400,0.0,0.0
2024-01-05 00:00:00-05:00,EXC,35.90999984741211,36.5,35.7400016784668,36.310001373291016,4980000,0.0,0.0
2024-01-05 00:00:00-05:00,FAST,61.91999816894531,62.27000045776367,61.65999984741211,61.97999954223633,2858300,0.0,0.0
