,交易市场,股票名称,股票代码,当前价,涨跌额,涨跌幅%,年初至今,成交量,成交额(元),换手率,市盈率,股息率%,市值(元)
10590,US,Aratana Therapeutics,PETX,4.92,,,,,,,,,241093402.0
10591,US,Petvivo,PETV,1.07,-0.08,-6.9565,-45.41,76423.0,92173.0,0.53,,,15481095.0
10592,US,佩特美德快送,PETS,7.54,0.02,0.266,-54.88,382551.0,2882895.0,1.81,,11.936,159448425.0
10593,US,PetIQ,PETQ,19.74,0.42,2.1739,114.1,226326.0,4428273.0,0.77,45.443,,580894823.0
10594,US,Wag! Group,PET,1.75,-0.03,-1.6854,-43.18,76996.0,135609.0,0.2,,,68679209.0
10595,US,佩尔马福克斯环境服务,PESI,7.84,0.25,3.2938,122.1,30478.0,234743.0,0.22,,,106728539.0
10596,US,先锋能源服务,PES,0.1589,,,,,,,,,12585232.0
10597,US,佩里埃利斯国际,PERY,27.5,,,,,,,8.514,,436816875.0
10598,US,Perion网络,PERI,30.72,0.67,2.2296,21.42,290287.0,8898988.0,0.62,12.384,,1445053071.0
10599,US,玩美,PERF,3.08,0.02,0.6536,-56.86,6875.0,21290.0,0.01,,,363672075.0
10600,US,PepperLime Health,PEPL,10.87,,,6.46,,,,67.454,,55044158.0
10601,US,PepGen,PEPG,7.08,0.37,5.5142,-47.05,18458.0,129328.0,0.08,,,168599913.0
10602,US,百事,PEP,168.86,1.18,0.7037,-3.85,2779405.0,468751917.0,0.2,28.005,2.932,232159528454.0
10603,US,佩恩国民博彩,PENN,25.39,0.3,1.1957,-14.51,2526939.0,63966432.0,1.67,,,3853158166.0
10604,US,Penumbra,PEN,260.14,1.56,0.6033,16.94,117380.0,30539411.0,0.3,247.223,,10040458651.0
10605,US,Alto Ingredients,PEIX,6.78,,,,,,,,,490338895.0
10606,US,PEI-AL,PEI-AL,25.14,,,,,,,,,
10607,US,Pineapple Energy,PEGY,0.65,0.021,3.3386,-72.1,73526.0,47193.0,0.72,,,6631142.0
10608,US,Project Energy,PEGR,10.565,0.015,0.1422,4.92,14248.0,150451.0,0.08,32.996,,184610412.0
10609,US,Pattern Energy Group,PEGI,26.74,,,,,,,,,2626366033.0
10610,US,Pegasystems,PEGA,50.11,0.38,0.7641,46.64,156447.0,7820144.0,0.19,,0.237,4186987101.0
10611,US,公共服务企业,PEG,60.72,0.07,0.1154,2.9,1217234.0,74005641.0,0.24,10.787,3.758,30257644417.0
10612,US,Intelepeer,PEER,0.7608,,,,,,,,,5225691.0
10613,US,PEDEVCO,PED,0.8249,-0.0141,-1.6806,-25.01,348792.0,284988.0,0.4,47.95,,71972745.0
10614,US,Phillips Edison,PECO,37.18,0.2,0.5408,20.8,465342.0,17286128.0,0.39,78.022,3.012,4446728000.0
10615,US,The Peck Company,PECK,17.33,,,,,,,,,106629289.0
10616,US,Peoples Bancorp,PEBO,34.45,0.24,0.7015,29.04,126856.0,4373219.0,0.36,11.452,4.055,1218298413.0
10617,US,北加利福尼亚国民银行,PEBK,30.19,0.0,0.0,-3.75,4512.0,136618.0,0.08,10.295,3.051,167322007.0
10618,US,Pebblebrook酒店信托,PEB,16.32,0.27,1.6822,22.15,1410430.0,22898089.0,1.17,,0.251,1966590372.0
10619,US,Pear Holdings,PEAR,0.0292,,,,,,,,,4167984.0
10620,US,Healthpeak,PEAK,19.96,0.26,1.3198,-15.73,3155397.0,62832362.0,0.58,45.2,6.012,10919919614.0
10621,US,Parsley Energy,PE,16.93,,,,,,,,,6989834484.0
10622,US,pdvWireless,PDVW,47.33,,,,,,,,,698735157.0
10623,US,PDS Biotechnology,PDSB,5.13,-0.2,-3.7523,-61.14,701858.0,3648635.0,2.26,,,159582824.0
10624,US,精测勘探,PDS,55.21,1.22,2.2597,-28.02,112706.0,6218343.0,0.83,6.792,,751283270.0
10625,US,Piedmont办公室地产,PDM,7.21,0.12,1.6925,-13.57,490957.0,3531183.0,0.4,16.155,9.293,891973780.0
10626,US,PDL生物制药,PDLI,2.47,,,,,,,,,282139618.0
10627,US,Ponce Financial,PDLB,10.14,0.03,0.2967,8.8,56018.0,567468.0,0.24,,,239847504.0
10628,US,PDF方案,PDFS,33.35,-0.11,-0.3288,16.94,105620.0,3537757.0,0.28,472.424,,1276017790.0
10629,US,Pro-Dex,PDEX,16.95,-0.26,-1.5107,6.6,3564.0,60460.0,0.1,11.44,,60127244.0
10630,US,拼多多,PDD,145.22,0.74,0.5122,78.07,3299150.0,478846796.0,0.25,29.847,,192937418517.0
10631,US,帕特森,PDCO,28.44,0.17,0.6013,5.11,668830.0,19043895.0,0.72,13.171,3.812,2635278840.0
10632,US,PERIDOT ACQ WNT,PDAC+,2.1,,,,,,,,,
10633,US,Li-Cycle Holdings,PDAC,11.23,,,,,,,,,421125000.0
10634,US,PagerDuty,PD,23.92,-0.01,-0.0418,-9.94,949560.0,22798053.0,1.03,,,2198064342.0
10635,US,Pure Cycle,PCYO,10.34,0.1,0.9766,-1.34,71345.0,726021.0,0.3,53.0,,249046345.0
10636,US,Park City Group,PCYG,9.8,,,,,,,31.309,0.622,177950409.0
10637,US,Vaxcyte,PCVX,62.31,1.26,2.0639,29.95,843423.0,52327686.0,0.89,,,5929040070.0
10638,US,Paylocity Holding,PCTY,165.49,1.24,0.7549,-14.81,270101.0,44517014.0,0.48,64.121,,9296713692.0
10639,US,PureCycle,PCT,3.96,0.12,3.125,-41.42,1964742.0,7908791.0,1.2,,,649674872.0
10640,US,Processa,PCSA,0.4186,-0.0308,-6.8536,-61.95,514697.0,223046.0,2.09,,,10310735.0
10641,US,Pacira生物科学,PCRX,33.62,0.57,1.7247,-12.92,359653.0,12070306.0,0.77,223.577,,1561235608.0
10642,US,CC NEUBERGER PRINCIPAL HOLDINGS I UNIT 1 CL A & 1/3 WT EXP 2025,PCPL.UN,11.63,,,,,,,,,348900000.0
10643,US,CC NEUBERGER PRINCIPAL HOLDINGS I C/WTS (TO PUR COM),PCPL+,2.48,,,,,,,,,
10644,US,PRPH CPTL PRT WT,PCPC+,0.0003,,,,,,,,,
10645,US,Procore,PCOR,69.69,0.32,0.4613,47.71,762694.0,53252747.0,0.53,,,9999987656.0
10646,US,Pendrell,PCO,634.5,,,,,,,12.202,,152280000.0
10647,US,PCM,PCMI,35.01,,,,,,,17.294,,431595963.0
10648,US,PotlatchDeltic,PCH,49.23,-0.16,-0.324,16.37,254122.0,12539542.0,0.32,59.123,3.673,3907089720.0
10649,US,太平洋煤气电力,PCG,17.87,0.25,1.4188,9.9,10435672.0,186856837.0,0.49,19.472,,38125791194.0
10650,US,Perception Capital,PCCT,6.26,,,,,,,,,49021528.0
10651,US,PC Connection,PCCC,24.57,,,,,,,13.575,,667853100.0
10652,US,PCB Bancorp,PCB,18.82,0.08,0.4269,11.16,9161.0,172430.0,0.06,8.011,3.698,268360779.0
10653,US,帕卡,PCAR,97.72,0.25,0.2565,55.12,883394.0,86340181.0,0.17,12.452,4.338,51114971280.0
10654,US,彪马生物技术,PBYI,4.46,0.34,8.2524,5.44,251852.0,1101507.0,0.53,57.08,,212168141.0
10655,US,宏桥高科,PBTS,1.37,0.11,8.7302,-94.31,124870.0,168089.0,3.2,,0.0,5339831.0
10656,US,Poage Bankshares,PBSK,25.31,,,,,,,,,88515220.0
10657,US,巴西石油公司,PBR.A,15.49,0.43,2.8552,66.74,3915888.0,60373078.0,0.14,1.615,0.0,43387821393.0
10658,US,巴西石油公司,PBR,16.19,0.41,2.5982,81.25,10112181.0,163682884.0,0.27,2.242,14.441,60246666279.0
10659,US,Potbelly Corp.,PBPB,10.69,0.1,0.9443,91.92,117853.0,1261704.0,0.4,62.296,,313845112.0
10660,US,Prima BioMed Ltd - American Depositary Shares,PBMD,1.71,,,,,,,,,40637800.0
10661,US,Panbela Research,PBLA,1.06,0.1684,18.8874,-98.8,3049664.0,2908752.0,59.48,,0.0,5434813.0
10662,US,"Porter Bancorp, Inc.  ",PBIB,14.45,,,,,,,2.334,,107072535.0
10663,US,必能宝,PBI,4.31,0.03,0.7009,19.74,622996.0,2670312.0,0.35,,4.617,759987627.0
10664,US,Pathfinder Bancorp,PBHC,15.24,1.32,9.4828,-18.52,1829.0,26420.0,0.03,9.036,2.343,92957462.0
10665,US,普雷斯蒂奇,PBH,61.73,-0.21,-0.339,-1.39,191636.0,11841317.0,0.39,,,3062955252.0
10666,US,Pioneer Bancorp,PBFS,10.91,0.18,1.6775,-4.3,10626.0,116241.0,0.04,13.656,,274945147.0
10667,US,PBF Energy,PBF,45.74,0.46,1.0159,14.42,1028311.0,47106214.0,0.84,1.977,1.902,5589480052.0
10668,US,PB Bankshares,PBBK,12.5,0.0139,0.1113,-7.95,1809.0,22617.0,0.07,12.963,,33937088.0
10669,US,PB Bancorp,PBBI,15.25,,,,,,,30.736,,113569861.0
10670,US,PROSPECT CAPITAL CORPORATION 6.25% NOTES DUE 2024,PBB,25.26,,,,,,,,6.11785,201347460.0
10671,US,Phoenix Biotech,PBAX,11.03,,,7.4,,,,,,68895663.0
10672,US,Pembina Pipeline Corp.,PBA,34.61,0.27,0.7863,8.4,511356.0,17710503.0,0.09,18.998,5.672,19013682687.0
10673,US,普罗斯佩里蒂银行,PB,68.24,0.9,1.3365,-2.61,388470.0,26460050.0,0.41,13.851,3.222,6395108461.0
10674,US,沛齐,PAYX,120.18,0.32,0.267,7.17,1388325.0,166521928.0,0.39,26.535,2.886,43243387049.0
10675,US,Paysign,PAYS,2.67,-0.01,-0.3731,3.49,73873.0,197918.0,0.14,90.908,,140854179.0
10676,US,Payoneer Global,PAYO,5.16,0.04,0.7813,-5.67,1533938.0,7933356.0,0.42,33.242,,1866931700.0
10677,US,Paycom Software,PAYC,206.32,0.72,0.3502,-33.19,487945.0,100370046.0,0.81,36.658,0.546,12426275003.0
10678,US,惠尔丰控股,PAY,18.18,0.07,0.3865,126.97,123345.0,2264218.0,0.1,162.054,,2248817714.0
10679,US,Patria Investments,PAX,15.71,0.31,2.013,20.39,171366.0,2690928.0,0.12,20.691,6.276,2312400930.0
10680,US,幸福来,PAVS,2.87,-0.1,-3.367,-35.36,127000.0,361379.0,1.73,,,21056989.0
10681,US,PAVmed,PAVM,4.11,0.15,3.7879,-42.89,119363.0,492859.0,1.48,,0.0,33088208.0
10682,US,帕特里克工业,PATK,100.76,1.02,1.0227,70.31,99654.0,10054542.0,0.45,14.648,1.897,2230256501.0
10683,US,UiPath,PATH,25.72,0.31,1.22,102.36,5165605.0,132896841.0,0.91,,,14559532821.0
10684,US,Passage Bio,PASG,0.9584,-0.0278,-2.8189,-30.55,549892.0,512764.0,1.0,,,52539141.0
10685,US,Par Pacific,PARR,36.03,0.66,1.866,54.97,718645.0,26015211.0,1.19,4.16,,2179803398.0
10686,US,派拉蒙全球 A,PARAA,20.15,-0.45,-2.1845,4.65,75821.0,1535658.0,0.01,,1.935,13125838718.0
10687,US,派拉蒙全球,PARA,15.02,0.02,0.1333,-9.04,12556546.0,188742258.0,1.93,,2.597,9784123948.0
10688,US,PAR Technology,PAR,44.57,0.64,1.4569,70.96,155522.0,6896237.0,0.56,,,1248916205.0
10689,US,Pineapple Financial,PAPL,1.87,0.01,0.5376,-53.25,26706.0,49885.0,0.37,,,13430299.0
10690,US,Palo Alto网络,PANW,300.82,2.61,0.8752,115.58,1558694.0,468088006.0,0.49,154.502,,94848546000.0
10691,US,盘古物流解决方案,PANL,8.09,0.0,0.0,67.48,267012.0,2151842.0,0.57,9.239,4.932,375914972.0
10692,US,Pandion Therapeutics,PAND,60.05,,,,,,,,,1772410759.0
10693,US,PANACEA ACQUISITION CORP UNITS(1 SH A & 1/3 RED WT) 07/07/2027,PANA.UN,11.47,,,,,,,,,148536500.0
10694,US,PANACEA ACQUISITION CORP C/WTS 07/07/2027 (TO PUR COM),PANA+,2.63,,,,,,,,,
10695,US,Pampa能源,PAM,50.48,0.12,0.2383,58.05,115203.0,5826136.0,0.21,28.593,,2753220341.0
10696,US,Paltalk,PALT,2.36,0.05,2.1645,78.79,10546.0,24477.0,0.11,,,21764291.0
10697,US,Palisade Bio,PALI,0.597,-0.0011,-0.1839,-88.52,144277.0,84278.0,1.57,,,5502626.0
10698,US,Phibro Animal Health,PAHC,11.53,0.32,2.8546,-10.81,126766.0,1458231.0,0.31,22.523,4.163,467006600.0
10699,US,平台专业产品,PAH,11.24,,,,,,,,,3240826570.0
10700,US,Pagseguro Digital,PAGS,12.13,0.19,1.5913,38.79,1173323.0,14156717.0,0.36,12.218,,3998147781.0
10701,US,Plains GP,PAGP,15.97,0.07,0.4403,38.26,962227.0,15375890.0,0.49,16.509,6.662,3136775657.0
10702,US,潘世奇汽车,PAG,164.04,1.38,0.8484,45.42,118165.0,19288133.0,0.18,9.501,1.72,11025805229.0
10703,US,Caravelle,PAFO,4.2,,,,,,,,,31479000.0
10704,US,Pure Acquisition Corp. Unit,PACQU,10.7,,,,,,,,,442980000.0
10705,US,Pure Acquisition,PACQ,10.1,,,,,,,,,155162553.0
10706,US,Ranpak Holdings,PACK,5.75,0.11,1.9504,-0.35,203671.0,1171536.0,0.25,,,474980297.0
10707,US,PRF ACQ CRP I WT,PACI+,0.0551,0.0,0.0,-21.29,,,,,,
10708,US,TPG PC TCH OP WT,PACE+,2.16,,,,,,,,,
10709,US,Tpg Pace Tech,PACE,11.2,,,,,,,34.04,,630000000.0
10710,US,Pacific Drilling,PACD,0.229,,,,,,,,,17221577.0
10711,US,Pacific Biosciences,PACB,10.28,0.21,2.0854,25.67,2135805.0,21786188.0,0.8,,,2749323158.0
10712,US,墨西哥西部机场,PAC,177.7,0.45,0.2539,30.46,34806.0,6176068.0,0.07,16.726,4.81,8978780464.0
10713,US,泛美白银,PAAS,16.79,0.08,0.4788,28.49,1609138.0,26899365.0,0.44,,1.191,6118930810.0
10714,US,Pacific Special Acquisition Corp. - Unit,PAACU,9.99,,,,,,,13.783,,67212720.0
10715,US,狮子集团,PAAC,7.61,,,,,,,313.721,,1414821345.97
10716,US,"Merrill Lynch & Co., Inc. Merrill Lynch Capital Trust III 7.375% Trust Preferred Securities",MER-P.CL,25.4131,,,,,,,,7.2541,762600000.0
10717,US,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser AA,C-P.CL,25.01,,,,,,,,8.124,3715445800.0
10718,US,CAPITAL ONE FINANCIAL CORP PFD SER 'B' USD25,COF-P.CL,25.01,,,,,,,,6.0048,875350000.0
10719,US,花旗银行-优先股P,C-P,26.1913,,,,,,,0.0,7.8065,3866572000.0
10720,US,潘多拉媒体,P,8.38,,,,,,,,,2274166830.0
10721,US,Capital One Financial Corp Pfd Ser B,COF-P,25.38,,,,,,,0.0,5.911,888300000.0
10722,US,美林,MER-P,26.35,,,,,,,0.0,6.9876,791700000.0
10723,US,Bank of the Ozarks  ,OZRK,41.24,,,,,,,11.783,1.89934,5013842779.0
10724,US,奥氏资本,OZM,20.47,,,,,,,,4.4944,1022037337.0
10725,US,欧扎克银行,OZK,50.79,0.57,1.135,31.6,369103.0,18776788.0,0.33,8.468,2.831,5746184144.0
10726,US,西方石油,OXY,61.44,0.63,1.036,-1.3,7126507.0,438347124.0,0.81,9.94,1.187,53925979177.0
10727,US,Oxus Acquisition,OXUS,11.3,0.0,0.0,9.39,1606.0,18148.0,0.02,,,74039080.0
10728,US,Oxford Square,OXSQ,2.88,-0.01,-0.346,9.96,263123.0,755074.0,0.45,94.406,17.465,167413493.0
10729,US,牛津工业,OXM,103.23,1.13,1.1068,13.59,91449.0,9412194.0,0.59,10.555,2.436,1612978660.0
10730,US,Oxford Lane Capital,OXLC,4.93,0.05,1.0246,16.29,1804618.0,8884443.0,0.85,8.104,16.389,1048611000.0
10731,US,Oxford Immunotec,OXFD,21.99,,,,,,,,,562456570.0
10732,US,Oxbridge Re,OXBR,1.12,-0.01,-0.885,-6.67,4192.0,4681.0,0.07,,,6574662.0
10733,US,Oxbridge,OXAC,8.6,,,,,,,11.239,,35921787.0
10734,US,OWLET INC WNT,OWLT+,0.0065,,,,,,,,,
10735,US,Owlet,OWLT,5.82,0.12,2.1053,-25.68,8881.0,51106.0,0.1,,0.0,49870393.0
10736,US,Blue Owl,OWL,15.11,0.14,0.9352,49.48,2989230.0,45194156.0,0.21,562.044,3.633,21288545424.0
10737,US,Ovintiv,OVV,45.23,1.41,3.2177,-8.27,1585717.0,71536563.0,0.58,4.814,2.417,12343376140.0
10738,US,橡木谷银行,OVLY,29.89,0.45,1.5285,33.6,19743.0,586372.0,0.24,7.194,1.067,247882792.0
10739,US,Ovid Therapeutics,OVID,3.39,-0.04,-1.1662,82.26,175479.0,599119.0,0.25,,,239607068.0
10740,US,俄亥俄河谷银行,OVBC,22.7,-0.4,-1.7316,-10.46,3603.0,82527.0,0.08,8.378,4.493,108350096.0
10741,US,OvaScience,OVAS,0.693,,,,,,,,,24827715.0
10742,US,OUTFRONT Media,OUT,14.31,0.34,2.4338,-5.74,2492302.0,35456097.0,1.51,,8.386,2361859289.0
10743,US,Ouster,OUST,8.2,0.97,13.4163,-4.98,1729719.0,13626733.0,4.25,,0.0,333676778.0
10744,US,奥特泰尔,OTTR,88.32,0.8,0.9141,53.93,475923.0,42044139.0,1.14,13.231,1.98,3683873215.0
10745,US,Ontrak,OTRK,0.4075,-0.0125,-2.9762,-81.52,76415.0,30979.0,0.28,,0.0,11232288.0
10746,US,Otr Acquisition,OTRA,9.91,,,,,,,54.636,,124168604.0
10747,US,Otonomo Technologies,OTMO,5.3,,,,,,,,0.0,52281071.0
10748,US,Oatly Group AB,OTLY,1.32,0.08,6.4516,-24.14,2150507.0,2802771.0,0.36,,,783025320.0
10749,US,Outlook Therapeutics,OTLK,0.446,0.0229,5.4124,-58.7,1592291.0,705238.0,0.61,,,116074853.0
10750,US,正轨科技创新,OTIV,0.17,,,,,,,,,7025144.0
10751,US,奥的斯,OTIS,89.63,0.52,0.5835,16.25,1788817.0,160237797.0,0.44,26.581,1.472,36681868305.0
10752,US,Open Text,OTEX,42.44,0.29,0.688,46.87,99251.0,4208202.0,0.04,33.133,2.316,11537055837.0
10753,US,Otelco,OTEL,11.739,,,,,,,6.369,,40168440.0
10754,US,OceanTech,OTEC,11.22,-0.01,-0.089,6.45,853.0,9570.0,0.02,,,39241670.0
10755,US,Onespaworld控股,OSW,14.46,0.17,1.1896,54.98,427136.0,6157091.0,0.43,722.355,,1444710660.0
10756,US,奥瑞许科技,OSUR,8.35,0.06,0.7238,73.24,439967.0,3659833.0,0.6,12.63,,613593671.0
10757,US,Overstock.com,OSTK,16.78,,,,,,,,,760216994.0
10758,US,奥斯汀科技,OST,0.8164,0.025899,3.2763,-13.61,31077.0,24922.0,0.22,,,11434703.0
10759,US,One Stop Systems,OSS,2.1,0.18,9.375,-30.23,41036.0,83276.0,0.2,,,43268505.0
10760,US,Osprey Energy Acquisition Corp. - Unit,OSPRU,13.0,,,,,,,,,0.0
10761,US,Osprey Energy Acquisition Corp.,OSPR,11.29,,,,,,,,,388093750.0
10762,US,OneSpan,OSPN,11.09,-0.18,-1.5972,-0.89,306607.0,3412332.0,0.77,,,442350556.0
10763,US,RVL 制药,OSMT,1.11,,,,,,,,,92451712.0
10764,US,豪士科卡车,OSK,109.15,1.46,1.3557,26.08,407781.0,44498034.0,0.62,13.67,1.502,7139883852.0
10765,US,OSI系统,OSIS,130.73,1.3,1.0044,64.4,58575.0,7641935.0,0.34,23.772,,2220820585.0
10766,US,Osiris Acquisition,OSI,10.33,,,3.82,,,,,,91457079.0
10767,US,海外航运集团,OSG,5.43,0.11,2.0677,90.06,1044320.0,5601689.0,1.44,7.54,1.105,392977115.0
10768,US,Oscar Health,OSCR,9.26,0.08,0.8715,276.42,2231376.0,20585576.0,0.99,,,2093790277.0
10769,US,"Old Second Bancorp, Inc. - 7.80% Cumulative Trust Preferred Securities",OSBCP,10.12,,,,,,,0.356,7.7037,27830000.0
10770,US,Old Second Bancorp,OSBC,16.13,0.25,1.5743,2.0,186758.0,3000276.0,0.42,7.424,1.24,720977401.0
10771,US,Norbord,OSB,43.13,,,,,,,,,3478601629.0
10772,US,NextPlat,OSAT,3.75,,,,,,,,,36201626.0
10773,US,ProSomnus,OSA,1.01,0.10995,12.216,-81.83,841437.0,835414.0,5.13,,,16562585.0
10774,US,Orchard Therapeutics,ORTX,16.43,0.01,0.0609,342.86,26876.0,441309.0,0.12,,0.0,373978888.0
10775,US,ORISUN ACQUISITION CORP C/WTS 31/05/2024(TO PUR COM),ORSNW,0.3,,,,,,,,,
10776,US,Orisun Acquisition,ORSN,8.17,,,,,,,,,47249030.0
10777,US,奥斯城金融服务,ORRF,29.34,0.04,0.1365,31.56,45466.0,1338336.0,0.43,8.272,2.733,311416843.0
10778,US,Bioblast Pharma,ORPN,11.5,,,,,,,0.343,0.0,4828758.0
10779,US,Orphazyme,ORPH,0.87,,,,,,,,,30721650.0
10780,US,Orion Group Holdings,ORN,4.86,-0.05,-1.0183,104.2,42270.0,205403.0,0.13,,,157906795.0
10781,US,Oramed制药,ORMP,2.16,-0.22,-9.2437,-82.04,299504.0,663330.0,0.74,,,87132195.0
10782,US,欧文斯不动产按揭,ORM,21.75,,,,,,,26.78,,184502640.0
10783,US,奥莱利,ORLY,942.06,-10.0,-1.0504,11.61,258434.0,243751038.0,0.44,23.996,,55734318581.0
10784,US,Orla Mining,ORLA,3.36,-0.06,-1.7544,-16.83,160569.0,536765.0,0.05,21.078,,1056487310.0
10785,US,奥瑞塔尼金融,ORIT,18.6,,,,,,,16.48,,839853147.0
10786,US,Ocean Rig UDW Inc,ORIG,27.78,,,,,,,0.987,,2544091900.0
10787,US,ORIC制药,ORIC,9.16,0.28,3.1532,55.52,277725.0,2544834.0,0.51,,,499695120.0
10788,US,欧德共和国际,ORI,29.16,-0.15,-0.5118,25.29,803474.0,23463834.0,0.29,8.886,3.457,8175813819.0
10789,US,Orgenesis,ORGS,0.446,-0.0449,-9.1465,-77.13,103593.0,47641.0,0.32,,,14217170.0
10790,US,Organogenesis,ORGO,3.97,0.01,0.2525,47.58,387568.0,1535167.0,0.29,40.326,,524203421.0
10791,US,Origin Materials,ORGN,0.9332,-0.0142,-1.4988,-79.76,815438.0,771315.0,0.57,2.681,,134641356.0
10792,US,Orexigen疗法,OREX,0.2229,,,,,,,,,3700993.93
10793,US,甲骨文,ORCL,106.19,-0.01,-0.0094,31.89,5767415.0,610735777.0,0.21,28.796,1.413,291908027180.0
10794,US,Owl Rock Capital,ORCC,13.48,,,,,,,8.418,10.668,5254479466.0
10795,US,Orchid Island,ORC,8.77,0.17,1.9767,-0.56,1232319.0,10776810.0,2.35,,16.545,458954324.0
10796,US,奥宝科技,ORBK,65.77,,,,,,,21.1,,3196422000.0
10797,US,Orange,ORAN,11.56,0.02,0.1733,24.68,127027.0,1467792.0,0.0,13.19,6.566,30740149168.0
10798,US,奥玛特科技,ORA,76.76,0.87,1.1464,-10.69,201069.0,15384783.0,0.33,43.413,0.612,4632779334.0
10799,US,Osisko Gold,OR,14.75,0.06,0.4084,23.37,193548.0,2841524.0,0.1,87.499,1.153,2731197969.0
10800,US,奥本海默控股,OPY,41.22,0.15,0.3652,-1.13,32539.0,1342514.0,0.31,10.307,1.507,427661169.0
10801,US,Optex Systems,OPXS,6.16,0.175,2.924,89.39,63741.0,389252.0,0.94,18.467,,41790241.0
10802,US,"Opexa Therapeutics, Inc. - Warrant",OPXAW,0.0876,,,,,,,,,
10803,US,Syntec Optics,OPTX,5.48,-0.02,-0.3636,-35.07,10718.0,60125.0,0.03,1485.794,,201051698.0
10804,US,海洋动力科技,OPTT,0.34705,-0.00085,-0.2443,-22.89,289323.0,98557.0,0.49,,,20402625.0
10805,US,OptiNose,OPTN,1.24,0.06,5.0847,-32.97,394547.0,482267.0,0.35,,,139266860.0
10806,US,Opthea,OPT,2.5199,0.0949,3.9134,-52.99,20079.0,49364.0,0.02,,,208775885.0
10807,US,Optimizerx,OPRX,14.08,0.08,0.5714,-16.19,128423.0,1808476.0,0.71,,,255586890.0
10808,US,Oportun Financial,OPRT,3.65,0.02,0.551,-33.76,219211.0,794633.0,0.64,,,124940128.0
10809,US,欧朋浏览器,OPRA,13.31,0.21,1.6031,142.79,706626.0,9413889.0,0.8,17.675,9.091,1180227488.0
10810,US,Old Point Financial,OPOF,17.74,0.0,0.0,-32.29,57.0,1000.0,0.0,10.053,3.145,89375291.0
10811,US,Opko健康,OPK,1.62,0.02,1.25,29.6,1568661.0,2520102.0,0.2,,,1252351583.0
10812,US,Office Properties,OPI,7.19,0.5,7.4738,-37.11,1063638.0,7464472.0,2.18,,18.025,350554820.0
10813,US,爱眼科技,OPHT,1.39,,,,,,,12.973,,57575952.0
10814,US,合宜银行控股,OPHC,4.15,-0.01,-0.2404,1.47,978.0,4021.0,0.01,5.694,,30088409.0
10815,US,OpGen,OPGN,0.44,0.0099,2.3018,-84.4,191129.0,82944.0,1.91,,0.0,4405951.0
10816,US,OppFi,OPFI,4.97,0.32,6.8817,142.44,1586058.0,7845047.0,1.43,71.46,,550025328.0
10817,US,OPES ACQUISITION CORP C/WTS 13/03/2023 (TO PUR COM),OPESW,2.88,,,,,,,,,
10818,US,Opendoor,OPEN,4.68,0.1,2.1834,303.45,14654671.0,67561696.0,2.19,,,3135745969.0
10819,US,Option Care,OPCH,33.99,0.23,0.6813,12.96,960597.0,32687788.0,0.54,23.386,,6020667021.0
10820,US,OP Bancorp,OPBK,11.11,0.07,0.6341,4.75,6568.0,72864.0,0.04,6.224,4.365,166641145.0
10821,US,Opus Bank,OPB,19.49,,,,,,,32.125,,709909081.0
10822,US,OPAL Fuels,OPAL,5.42,0.0,0.0,-25.55,147339.0,798924.0,0.09,29.478,,934268690.0
10823,US,OFFRPD SOLTN WNT,OPAD+,0.0089,,,,,,,,,
10824,US,Offerpad Solutions,OPAD,10.16,0.28,2.834,47.16,20605.0,206560.0,0.08,,0.0,276686447.0
10825,US,Magnum Opus,OPA,10.81,0.0,0.0,7.24,13.0,140.0,0.0,8.073,,125343215.0
10826,US,OceanPal,OP,2.32,0.0,0.0,-89.55,24127.0,55182.0,0.32,,0.0,17279861.0
10827,US,Ooma,OOMA,11.16,0.11,0.9955,-18.06,36350.0,405759.0,0.14,158.813,,287928000.0
10828,US,Onyx Acquisition,ONYX,11.0,0.0,0.0,6.59,67.0,,0.0,55.515,,94867586.0
10829,US,Organovo Holdings,ONVO,1.14,0.04,3.6364,-19.15,148607.0,165799.0,1.68,,,10074288.0
10830,US,恩维亚策略,ONVI,9.0,,,,,,,,,65973537.0
10831,US,Onconova医疗,ONTX,0.704,-0.0204,-2.8161,9.03,95376.0,67509.0,0.45,,,14786400.0
10832,US,Onto Innovation,ONTO,156.11,2.2,1.4294,129.27,142373.0,22201948.0,0.29,48.783,,7662033817.0
10833,US,ON24,ONTF,8.04,0.04,0.5,7.94,207246.0,1668175.0,0.5,,14.988,333670291.0
10834,US,ONS Acquisition,ONS,0.646,,,,,,,,,46654347.0
10835,US,东方纸业,ONP,0.97,,,,,,,,,20806807.0
10836,US,On Holding,ONON,28.0,-0.03,-0.107,63.17,4032478.0,114001869.0,1.27,181.348,,8907640448.0
10837,US,OneMedNet,ONMD,0.91,-0.11,-10.7843,-88.27,104695.0,98295.0,0.44,,,21450731.0
10838,US,Orion Office REIT,ONL,5.92,-0.06,-1.0033,-27.11,317157.0,1877286.0,0.57,,6.858,330217920.0
10839,US,Onfolio Holdings,ONFO,0.49,-0.019,-3.7328,-67.76,84605.0,41592.0,1.66,,,2503996.0
10840,US,OneWater Marine,ONEW,34.92,2.36,7.2482,22.1,94942.0,3298895.0,0.59,,,557637340.0
10841,US,精锐教育,ONE,1.34,,,,,,,,0.0,19579623.0
10842,US,Ondas Holdings,ONDS,1.41,0.1,7.6336,-11.32,452330.0,622294.0,0.78,,,82218957.0
