,交易市场,股票名称,股票代码,当前价,涨跌额,涨跌幅%,年初至今,成交量,成交额(元),换手率,市盈率,股息率%,市值(元)
0,CN,思泰克,SZ301568,43.9,0.72,1.67,88.98,2902785.0,125634805.81,11.85,43.471,,4533043760.0
1,CN,中集环科,SZ301559,18.42,0.16,0.88,-20.81,1785485.0,32753467.06,2.11,17.396,4.533,11052000000.0
2,CN,三态股份,SZ301558,14.44,-0.08,-0.55,97.0,16778475.0,238134707.63,15.08,80.071,,11391011660.0
3,CN,惠柏新材,SZ301555,41.49,0.66,1.62,81.34,3805005.0,154051926.84,17.39,56.171,0.451,3828145383.0
4,CN,斯菱股份,SZ301550,45.76,0.46,1.02,21.83,954539.0,43349784.03,3.66,36.873,,5033600000.0
5,CN,崇德科技,SZ301548,59.21,1.63,2.83,-11.36,443338.0,26111749.46,3.12,31.986,,3552600000.0
6,CN,威马农机,SZ301533,33.32,-0.11,-0.33,12.95,1641594.0,54269387.34,7.59,40.054,,3275579244.0
7,CN,福赛科技,SZ301529,38.74,0.7,1.84,5.85,845104.0,32508625.64,4.4,39.424,,3286593515.0
8,CN,多浦乐,SZ301528,70.69,0.5,0.71,-1.55,411759.0,28923064.57,2.92,51.917,,4375711000.0
9,CN,C国际复材,SZ301526,5.46,-1.16,-17.52,105.26,265089992.0,1513390161.95,48.55,34.131,,20588994142.0
10,CN,儒竞科技,SZ301525,82.66,0.99,1.21,-16.98,547009.0,45125534.98,2.44,31.379,,7795810743.0
11,CN,万邦医药,SZ301520,52.24,0.96,1.87,-23.04,542019.0,28073051.45,3.43,32.512,,3482666684.0
12,CN,舜禹股份,SZ301519,20.25,-0.7,-3.34,-3.25,3660004.0,74257397.73,9.38,32.959,,3324240000.0
13,CN,长华化学,SZ301518,22.56,0.21,0.94,-12.39,697887.0,15672572.8,2.1,31.393,,3162420282.0
14,CN,陕西华达,SZ301517,54.79,2.19,4.16,103.91,2123125.0,114500010.25,10.02,78.684,,5918782893.0
15,CN,中远通,SZ301516,20.42,1.34,7.02,197.23,20339760.0,410484677.85,32.87,73.56,,5731929837.0
16,CN,港通医疗,SZ301515,27.7,0.19,0.69,-11.1,517600.0,14326402.0,2.18,32.848,,2770000000.0
17,CN,智信精密,SZ301512,67.1,-1.26,-1.84,69.19,2620818.0,175810799.04,19.66,40.246,,3578671140.0
18,CN,德福科技,SZ301511,22.41,0.31,1.4,-19.96,1745336.0,38956038.81,3.0,50.563,,10089654300.0
19,CN,固高科技,SZ301510,34.53,0.29,0.85,187.75,1285161.0,44182348.15,3.73,335.582,,13812345300.0
20,CN,金凯生科,SZ301509,61.38,0.21,0.34,8.52,619414.0,37962698.67,3.04,34.623,,5280726102.0
21,CN,中机认检,SZ301508,33.34,0.37,1.12,98.22,7078098.0,234662232.81,16.48,57.42,,7537680568.0
22,CN,民生健康,SZ301507,16.02,0.12,0.75,60.2,2224981.0,35387537.99,2.63,66.565,,5712000367.0
23,CN,苏州规划,SZ301505,34.6,-0.3,-0.86,32.53,996440.0,34296192.2,5.05,38.807,1.156,3044800000.0
24,CN,智迪科技,SZ301503,32.85,1.07,3.37,3.99,1123538.0,36587404.76,5.62,38.721,,2628000000.0
25,CN,飞南资源,SZ301500,20.37,0.23,1.14,-15.02,906252.0,18404282.03,2.41,46.157,,8148203700.0
26,CN,维科精密,SZ301499,28.48,0.16,0.56,46.05,1312776.0,37177422.12,4.0,66.199,,3937498584.0
27,CN,乖宝宠物,SZ301498,39.12,0.82,2.14,-2.18,861485.0,33354550.16,2.29,42.945,,15649740840.0
28,CN,思泉新材,SZ301489,71.21,-0.18,-0.25,70.93,1399993.0,97795529.32,10.24,65.44,,4107487794.0
29,CN,豪恩汽电,SZ301488,67.31,-0.12,-0.18,70.42,633176.0,42576564.7,3.18,58.768,0.743,6192520000.0
30,CN,盟固利,SZ301487,41.08,-1.48,-3.48,672.18,4531871.0,187404924.53,8.32,287.499,,18881043273.0
31,CN,致尚科技,SZ301486,45.77,1.57,3.55,-20.62,2804388.0,127291181.2,9.19,75.057,,5889729141.0
32,CN,恒达新材,SZ301469,32.72,0.21,0.65,-10.55,537784.0,17506503.44,2.59,35.756,,2927785600.0
33,CN,博盈特焊,SZ301468,29.79,0.13,0.44,-37.39,325851.0,9670492.0,1.04,30.882,,3932280000.0
34,CN,丰茂股份,SZ301459,45.56,1.37,3.1,42.82,4412236.0,199264162.08,23.26,24.811,,3644800000.0
35,CN,盘古智能,SZ301456,29.35,0.38,1.31,-22.41,760843.0,22233464.72,2.2,39.808,0.46,4360946417.0
36,CN,开创电气,SZ301448,35.74,1.01,2.91,97.94,1641200.0,58017852.0,8.21,53.158,0.448,2859200000.0
37,CN,福事特,SZ301446,30.08,0.35,1.18,-5.34,387400.0,11604864.0,1.94,15.454,0.399,2406400000.0
38,CN,泓淋电力,SZ301439,14.07,0.12,0.86,-29.05,1248380.0,17420025.99,1.28,30.164,1.066,5474662453.0
39,CN,森泰股份,SZ301429,19.83,-0.05,-0.25,-30.29,1487705.0,29517053.48,5.03,41.886,1.281,2344302600.0
40,CN,世纪恒通,SZ301428,37.01,0.3,0.82,40.46,1154332.0,42696606.22,4.68,42.607,,3651653346.0
41,CN,波长光电,SZ301421,60.56,1.97,3.36,106.13,2630200.0,158010155.75,9.59,123.091,,7007882080.0
42,CN,阿莱德,SZ301419,35.78,0.6,1.71,46.19,1017233.0,36383898.04,4.07,42.781,1.397,3578000000.0
43,CN,协昌科技,SZ301418,50.34,1.42,2.9,-2.97,1136900.0,56835938.24,6.54,36.594,,3691600034.0
44,CN,安培龙,SZ301413,75.24,-0.26,-0.34,126.29,5448204.0,410745331.68,33.74,66.99,,5695204145.0
45,CN,华人健康,SZ301408,15.33,0.1,0.66,-5.6,1290676.0,19712642.09,2.15,33.977,,6132153300.0
46,CN,英特科技,SZ301399,36.7,0.64,1.77,-15.34,553216.0,20169461.86,2.51,28.699,1.907,3229600000.0
47,CN,星源卓镁,SZ301398,46.94,0.43,0.92,51.9,773227.0,36258854.0,3.6,53.477,0.671,3755200000.0
48,CN,溯联股份,SZ301397,43.8,-0.39,-0.88,-17.78,883755.0,38748843.32,3.73,26.749,,4381752000.0
49,CN,宏景科技,SZ301396,31.95,1.04,3.36,12.86,6294358.0,199455776.15,13.48,90.538,0.782,3503489742.0
50,CN,仁信新材,SZ301395,18.03,0.13,0.73,-32.42,591344.0,10632188.64,1.72,48.291,,2612907600.0
51,CN,昊帆生物,SZ301393,57.9,-0.23,-0.4,-14.18,735500.0,42479476.0,3.14,59.49,0.432,6253200000.0
52,CN,卡莱特,SZ301391,108.87,2.61,2.46,28.11,395796.0,42455921.58,1.1,45.098,0.551,7403160000.0
53,CN,经纬股份,SZ301390,41.41,1.02,2.53,9.84,743600.0,30641374.0,4.96,31.877,,2484600000.0
54,CN,隆扬电子,SZ301389,18.63,0.62,3.44,5.74,1788959.0,33017424.67,2.52,45.912,3.757,5281605000.0
55,CN,欣灵电气,SZ301388,23.1,0.19,0.83,0.89,825372.0,18921228.36,3.22,48.806,2.597,2366539560.0
56,CN,光大同创,SZ301387,64.26,3.51,5.78,11.79,2947937.0,190711237.61,16.76,45.088,1.089,4883760000.0
57,CN,未来电器,SZ301386,24.17,0.35,1.47,-16.61,1001930.0,24001837.31,2.86,36.959,3.724,3383800000.0
58,CN,天键股份,SZ301383,61.99,7.19,13.12,34.29,6910745.0,407338279.71,23.78,48.017,,7205717600.0
59,CN,蜂助手,SZ301382,34.4,0.6,1.78,44.54,1381453.0,47244209.09,3.62,42.827,,5833689600.0
60,CN,赛维时代,SZ301381,29.12,0.35,1.22,43.46,1127278.0,32595013.34,3.59,46.483,0.859,11650912000.0
61,CN,挖金客,SZ301380,43.35,0.71,1.67,25.18,750628.0,32540578.86,2.67,69.859,0.874,3031284124.0
62,CN,天山电子,SZ301379,27.88,0.86,3.18,11.32,1513969.0,41829869.16,2.31,25.339,2.152,2825359200.0
63,CN,通达海,SZ301378,46.72,0.63,1.37,-25.54,446050.0,20813033.0,2.59,63.958,1.428,3223680000.0
64,CN,鼎泰高科,SZ301377,22.43,0.63,2.89,15.22,6280383.0,139014093.22,8.84,41.196,0.981,9196300000.0
65,CN,致欧科技,SZ301376,23.63,0.9,3.96,-4.18,3502189.0,81467015.34,9.82,25.98,,9487445000.0
66,CN,凌玮科技,SZ301373,28.77,0.35,1.23,-13.05,381929.0,10942725.6,1.43,27.799,2.086,3120742058.0
67,CN,科净源,SZ301372,43.4,-0.1,-0.23,-3.56,1404964.0,60336608.29,8.64,47.995,,2976000062.0
68,CN,敷尔佳,SZ301371,36.88,0.53,1.46,-33.76,1135507.0,41779991.98,3.02,20.078,,14754950400.0
69,CN,国科恒泰,SZ301370,15.6,0.21,1.36,16.5,2045485.0,31715733.7,3.09,60.988,,7341360000.0
70,CN,联动科技,SZ301369,55.7,1.12,2.05,-5.5,1132734.0,62962485.43,4.67,101.595,3.89,3876734928.0
71,CN,丰立智能,SZ301368,45.89,0.32,0.7,131.13,5630560.0,253934954.78,8.78,172.186,0.272,5511389000.0
72,CN,怡和嘉业,SZ301367,119.96,1.43,1.21,-44.84,497353.0,58960861.03,1.23,20.147,1.667,7677440000.0
73,CN,一博科技,SZ301366,31.98,0.64,2.04,23.08,1117474.0,35496574.31,2.04,42.078,1.216,4797000032.0
74,CN,矩阵股份,SZ301365,14.55,0.16,1.11,-11.36,908297.0,13187382.32,1.96,34.594,3.072,2619000000.0
75,CN,美好医疗,SZ301363,36.55,2.24,6.53,-12.07,2693011.0,96230311.25,2.4,39.605,0.958,14863423000.0
76,CN,民爆光电,SZ301362,37.15,1.05,2.91,-26.44,1146442.0,42129412.36,4.77,16.639,1.265,3888490500.0
77,CN,众智科技,SZ301361,22.54,0.2,0.9,0.77,538024.0,12056653.62,1.85,36.662,0.222,2622213440.0
78,CN,荣旗科技,SZ301360,89.06,3.29,3.84,23.9,2031024.0,177177635.79,16.07,109.903,,4750460400.0
79,CN,东南电子,SZ301359,24.88,0.39,1.59,14.15,680328.0,16808609.48,2.58,57.084,1.005,2135699200.0
80,CN,湖南裕能,SZ301358,31.61,-0.57,-1.77,34.2,2499112.0,79225067.34,1.89,9.845,1.259,23936769543.0
81,CN,北方长龙,SZ301357,48.55,-0.05,-0.1,-1.79,1381129.0,66940239.22,8.12,199.603,1.211,3301400000.0
82,CN,天振股份,SZ301356,17.71,0.2,1.14,-27.58,436414.0,7673382.15,0.81,,3.919,3825360000.0
83,CN,南王科技,SZ301355,14.61,0.09,0.62,-15.52,847200.0,12316296.41,1.74,34.724,1.711,2850380728.0
84,CN,普莱得,SZ301353,31.01,0.61,2.01,-11.98,503211.0,15495317.02,2.65,34.284,,2356760000.0
85,CN,信德新材,SZ301349,43.0,-0.24,-0.56,-40.86,703282.0,30267187.17,1.67,54.829,1.551,4386000000.0
86,CN,蓝箭电子,SZ301348,45.45,3.18,7.52,151.38,7130173.0,318556485.25,15.04,140.32,,9090000000.0
87,CN,涛涛车业,SZ301345,57.96,-1.24,-2.09,-18.65,810121.0,47065955.76,3.2,23.092,2.588,6336975456.0
88,CN,通行宝,SZ301339,19.49,0.05,0.26,18.42,2340437.0,45647821.01,1.95,39.782,0.867,7932430000.0
89,CN,凯格精机,SZ301338,39.38,1.59,4.21,9.25,1231800.0,47836168.0,3.59,59.854,0.907,4190032000.0
90,CN,亚华电子,SZ301337,29.36,0.43,1.49,-9.48,532331.0,15543643.68,2.04,54.118,0.511,3059312000.0
91,CN,趣睡科技,SZ301336,42.43,0.83,2.0,-1.58,389800.0,16401205.0,1.51,66.249,0.641,1697200000.0
92,CN,天元宠物,SZ301335,21.0,0.07,0.33,-15.85,273600.0,5725473.6,0.55,30.804,1.7,2646000000.0
93,CN,诺思格,SZ301333,62.06,1.86,3.09,20.95,799283.0,48718442.7,1.41,38.288,0.251,5957760000.0
94,CN,德尔玛,SZ301332,11.9,0.24,2.06,-19.65,2206355.0,26029946.5,2.45,28.585,,5492593750.0
95,CN,恩威医药,SZ301331,40.68,0.73,1.83,6.22,470200.0,18924197.0,2.05,31.257,3.933,2853228444.0
96,CN,熵基科技,SZ301330,30.92,0.47,1.54,25.58,2521009.0,77605253.9,3.8,30.615,0.864,6019490387.0
97,CN,信音电子,SZ301329,21.99,1.46,7.11,4.71,4910074.0,105465054.44,12.04,50.512,,3742698000.0
98,CN,维峰电子,SZ301328,48.18,1.13,2.4,-9.79,880608.0,42335185.18,2.58,40.21,0.691,5294673359.0
99,CN,华宝新能,SZ301327,74.1,-1.9,-2.5,-47.83,1621016.0,119521219.67,4.68,,2.162,9247680000.0
100,CN,捷邦科技,SZ301326,36.53,0.64,1.78,-4.29,571500.0,20703797.0,2.58,,1.095,2637204007.0
101,CN,曼恩斯特,SZ301325,71.73,-0.43,-0.6,-6.6,496508.0,35469120.97,1.9,27.069,,8607600000.0
102,CN,新莱福,SZ301323,35.6,0.54,1.54,-8.86,743987.0,26387215.06,3.01,28.36,,3735254884.0
103,CN,绿通科技,SZ301322,38.48,0.38,1.0,-54.74,452590.0,17291001.77,1.73,15.925,3.898,4036578859.0
104,CN,翰博高新,SZ301321,17.19,0.59,3.55,37.89,3989273.0,67547453.1,2.14,,0.89,3204817650.0
105,CN,豪江智能,SZ301320,17.82,0.42,2.41,37.87,1617530.0,28652284.24,3.57,45.906,1.122,3228984000.0
106,CN,唯特偶,SZ301319,55.11,0.93,1.72,-4.04,304370.0,16728170.8,1.16,33.399,1.27,3231650400.0
107,CN,维海德,SZ301318,35.18,4.29,13.89,24.9,8421658.0,293864248.03,28.2,37.605,1.515,3662871240.0
108,CN,鑫磊股份,SZ301317,18.96,0.43,2.32,-7.13,536260.0,10095813.98,1.36,54.235,1.582,2980322400.0
109,CN,慧博云通,SZ301316,22.1,0.12,0.55,15.53,3550479.0,78223259.07,1.77,111.006,0.362,8840221000.0
110,CN,威士顿,SZ301315,50.67,1.07,2.16,56.92,1323282.0,66702850.96,6.01,79.589,,4458960000.0
111,CN,科瑞思,SZ301314,41.41,0.72,1.77,-13.97,504413.0,20807502.88,3.65,50.157,2.601,2287902500.0
112,CN,凡拓数创,SZ301313,32.8,0.83,2.6,0.82,8559115.0,279208938.97,13.21,,0.457,3356535520.0
113,CN,智立方,SZ301312,102.92,-2.56,-2.43,82.37,1006610.0,105998671.78,6.19,83.473,0.648,6435293558.0
114,CN,昆船智能,SZ301311,22.83,-0.72,-3.06,29.04,8175130.0,185915440.03,9.37,59.743,0.241,5479200000.0
115,CN,鑫宏业,SZ301310,46.05,0.26,0.57,-30.86,809946.0,37121935.4,3.47,26.928,1.086,4471390530.0
116,CN,万得凯,SZ301309,27.77,0.91,3.39,13.44,965800.0,26573973.89,3.86,29.817,2.161,2777000000.0
117,CN,江波龙,SZ301308,90.22,2.34,2.66,52.97,2632651.0,237810524.63,2.33,,0.532,37248612996.0
118,CN,美利信,SZ301307,33.39,0.08,0.24,3.25,1825196.0,60662050.23,3.68,29.322,,7031934000.0
119,CN,西测测试,SZ301306,37.84,0.95,2.58,-12.05,1539465.0,57938553.48,3.92,1338.444,0.396,3193696000.0
120,CN,朗坤环境,SZ301305,17.48,-0.48,-2.67,-30.1,2157134.0,37831587.74,3.65,25.138,1.144,4257615836.0
121,CN,真兰仪表,SZ301303,19.14,0.1,0.53,-27.88,563095.0,10748461.96,0.77,20.596,1.149,5588880000.0
122,CN,华如科技,SZ301302,23.2,-0.27,-1.15,-45.65,3491000.0,81801854.0,4.03,35.538,,3670356000.0
123,CN,川宁生物,SZ301301,8.2,-0.44,-5.09,-7.49,34301377.0,275516370.29,5.6,25.337,1.134,18226960000.0
124,CN,远翔新材,SZ301300,30.17,0.72,2.44,0.77,714682.0,21412909.86,2.45,51.754,1.326,1935405500.0
125,CN,卓创资讯,SZ301299,55.39,0.48,0.87,13.09,1234624.0,67884928.0,3.51,76.511,2.166,3323400000.0
126,CN,东利机械,SZ301298,16.35,0.17,1.05,9.02,1267359.0,20649863.17,1.55,39.203,2.752,2400180000.0
127,CN,富乐德,SZ301297,25.99,0.73,2.89,73.77,6516766.0,168566712.82,8.81,99.047,0.308,8794756100.0
128,CN,新巨丰,SZ301296,10.0,0.07,0.7,-35.13,2683164.0,26738146.22,0.99,26.387,0.37,4200000000.0
129,CN,美硕科技,SZ301295,31.57,0.42,1.35,-15.59,459636.0,14487865.9,2.69,42.041,,2273040000.0
130,CN,三博脑科,SZ301293,60.7,-0.76,-1.24,105.07,2036684.0,122383324.89,5.66,121.915,,9618007810.0
131,CN,海科新源,SZ301292,18.7,0.23,1.25,-6.45,1073542.0,19958279.31,2.5,208.913,,4169411429.0
132,CN,明阳电气,SZ301291,27.32,0.32,1.19,-28.13,728910.0,19817949.94,1.07,20.544,0.293,8529304000.0
133,CN,东星医疗,SZ301290,26.71,0.32,1.21,-27.6,736300.0,19582464.0,1.08,27.6,1.872,2675629751.0
134,CN,国缆检测,SZ301289,52.0,0.35,0.68,61.38,2260462.0,117441058.72,8.92,53.621,0.74,4056000000.0
135,CN,清研环境,SZ301288,18.29,0.01,0.05,9.85,575369.0,10522188.25,1.22,113.452,0.722,1975502900.0
136,CN,康力源,SZ301287,34.69,0.22,0.64,-13.51,511998.0,17712544.86,3.07,23.289,,2312782300.0
137,CN,侨源股份,SZ301286,28.46,0.0,0.0,15.59,548439.0,15536752.42,1.38,68.304,0.351,11386846000.0
138,CN,鸿日达,SZ301285,15.19,0.36,2.43,15.63,1973800.0,29707170.0,2.56,99.793,0.165,3139317300.0
139,CN,聚胶股份,SZ301283,31.42,-0.09,-0.29,-40.84,463254.0,14562139.38,1.04,26.492,1.591,2513600000.0
140,CN,金禄电子,SZ301282,23.78,0.29,1.23,-7.85,840125.0,19878841.8,1.16,48.991,2.103,3594108439.0
141,CN,科源制药,SZ301281,32.87,-0.49,-1.47,5.2,1724103.0,56606151.24,6.36,40.009,0.87,3559492300.0
142,CN,珠城科技,SZ301280,39.86,-1.17,-2.85,27.71,4240331.0,168229027.44,16.08,28.665,1.673,3894325986.0
143,CN,金道科技,SZ301279,23.8,0.01,0.04,10.14,553676.0,13108690.28,1.93,33.549,2.101,2380000000.0
144,CN,快可电子,SZ301278,47.47,-1.42,-2.9,-43.83,1355005.0,64116182.29,4.02,22.26,0.324,3955333316.0
145,CN,新天地,SZ301277,20.26,0.18,0.9,6.84,1312421.0,26417397.96,2.62,22.554,1.644,4052810400.0
146,CN,嘉曼服饰,SZ301276,24.2,0.3,1.26,5.39,398433.0,9577623.63,1.03,13.813,1.488,2613600000.0
147,CN,瑞晨环保,SZ301273,26.05,0.14,0.54,-36.27,304452.0,7890443.6,0.88,89.995,0.576,1866268682.0
148,CN,英华特,SZ301272,53.33,3.84,7.76,3.78,2007558.0,106075036.43,14.47,35.464,,3120642281.0
149,CN,汉仪股份,SZ301270,38.57,0.01,0.03,28.86,2613911.0,100504948.23,3.53,78.216,1.296,3857000000.0
150,CN,华大九天,SZ301269,104.44,1.11,1.07,16.1,1710496.0,178485254.81,0.65,232.332,0.144,56704838250.0
151,CN,铭利达,SZ301268,27.93,-0.52,-1.83,-43.96,1702866.0,47548422.1,0.81,23.552,0.895,11172279300.0
152,CN,华厦眼科,SZ301267,31.58,-0.3,-0.94,-34.89,3147061.0,99412672.24,0.96,39.502,0.592,26527200000.0
153,CN,宇邦新材,SZ301266,42.69,-0.92,-2.11,-43.36,3057036.0,130255408.48,8.15,31.152,0.422,4439760000.0
154,CN,华新环保,SZ301265,10.02,0.13,1.31,-16.53,1552508.0,15522186.92,0.94,31.481,1.996,3035791284.0
155,CN,泰恩康,SZ301263,16.02,-0.14,-0.87,-9.63,4835026.0,77101869.2,1.8,36.013,2.428,6816469950.0
156,CN,海看股份,SZ301262,30.33,-0.63,-2.03,3.77,4756791.0,144829388.82,11.41,32.081,2.803,12647610000.0
157,CN,恒工精密,SZ301261,49.95,1.73,3.59,36.22,1613303.0,79241427.21,8.15,39.686,0.601,4390115290.0
158,CN,格力博,SZ301260,16.42,-0.56,-3.3,-46.63,4393188.0,72583210.63,3.61,,0.371,8033641696.0
159,CN,艾布鲁,SZ301259,16.15,0.04,0.25,10.68,1076135.0,17361422.05,1.45,96.275,1.573,2519400000.0
160,CN,富士莱,SZ301258,31.42,0.3,0.96,-18.76,391486.0,12237161.62,1.18,18.308,1.846,2880271400.0
161,CN,普蕊斯,SZ301257,60.36,0.9,1.51,26.33,568339.0,34070316.9,1.57,27.324,0.292,3691617600.0
162,CN,华融化学,SZ301256,8.08,0.07,0.87,-8.57,2350767.0,18857816.0,1.73,25.724,0.99,3878400000.0
163,CN,通力科技,SZ301255,40.65,1.21,3.07,94.69,1994758.0,80457434.44,7.33,50.999,1.538,4422720000.0
164,CN,同星科技,SZ301252,39.93,0.95,2.44,26.84,747400.0,29759882.0,3.74,27.39,,3194400000.0
165,CN,威尔高,SZ301251,34.82,0.6,1.75,20.57,1533141.0,53120898.47,4.8,46.33,,4687529683.0
166,CN,杰创智能,SZ301248,16.7,0.19,1.15,-17.37,1954568.0,32699274.27,1.92,268.49,0.796,2566873500.0
167,CN,宏源药业,SZ301246,25.28,-0.1,-0.39,-49.29,504950.0,12752806.88,1.07,63.757,0.396,10112171904.0
168,CN,普瑞眼科,SZ301239,82.49,0.17,0.21,16.95,1402426.0,114823480.95,1.98,50.622,0.121,12342075270.0
169,CN,瑞泰新材,SZ301238,16.44,-0.47,-2.78,-26.55,3737659.0,61726513.5,1.75,22.998,0.608,12055999452.0
170,CN,和顺科技,SZ301237,28.78,0.09,0.31,0.8,331463.0,9570263.25,0.85,86.155,3.475,2302400000.0
171,CN,软通动力,SZ301236,41.36,1.41,3.53,76.35,47643739.0,1970499541.35,7.0,60.328,0.805,39413647081.0
172,CN,华康医疗,SZ301235,24.73,0.65,2.7,-30.59,1100300.0,26977104.0,2.21,24.579,0.526,2611488000.0
173,CN,五洲医疗,SZ301234,32.65,0.1,0.31,13.42,370700.0,12058378.0,2.01,29.215,1.531,2220200000.0
174,CN,盛帮股份,SZ301233,41.41,0.43,1.05,22.17,430300.0,17854828.16,2.33,36.708,1.876,2131372700.0
175,CN,飞沃科技,SZ301232,45.65,0.62,1.38,-36.06,719844.0,32636206.47,5.34,28.256,1.752,2450829399.0
176,CN,荣信文化,SZ301231,24.12,-0.22,-0.9,15.4,3041304.0,73846247.96,5.64,140.977,0.663,2035728000.0
177,CN,泓博医药,SZ301230,33.98,0.38,1.13,-10.2,913826.0,30806044.6,1.54,48.801,1.051,3657018191.0
178,CN,纽泰格,SZ301229,32.21,0.21,0.66,14.44,694500.0,22266353.0,2.08,36.185,0.31,2576800000.0
179,CN,实朴检测,SZ301228,15.95,-0.07,-0.44,3.44,1451152.0,23057647.86,2.64,,1.254,1914000000.0
180,CN,森鹰窗业,SZ301227,26.6,0.32,1.22,-10.11,545313.0,14404029.46,1.62,17.783,3.759,2521680000.0
181,CN,祥明智能,SZ301226,21.48,0.08,0.37,21.3,582720.0,12456694.8,1.19,42.874,1.746,2337024000.0
182,CN,恒勃股份,SZ301225,35.16,-1.02,-2.82,-1.4,3460519.0,121937082.92,13.85,34.733,,3634840800.0
183,CN,中荣股份,SZ301223,17.61,0.17,0.97,-5.22,510727.0,8915204.61,0.46,15.793,1.249,3400976332.0
184,CN,浙江恒威,SZ301222,28.32,0.34,1.22,14.31,584928.0,16437641.48,2.0,23.025,1.766,2869761888.0
185,CN,光庭信息,SZ301221,56.16,-1.82,-3.14,44.94,2715896.0,153890996.74,6.24,140.018,0.356,5201668368.0
186,CN,亚香股份,SZ301220,33.0,-0.16,-0.48,-9.64,2294020.0,72793888.23,5.44,26.249,0.909,2666400000.0
187,CN,腾远钴业,SZ301219,36.1,0.09,0.25,-30.32,1257355.0,45133475.26,0.73,113.955,2.557,10639290270.0
188,CN,华是科技,SZ301218,30.98,0.63,2.08,64.4,1805400.0,55637651.0,3.22,98.974,0.168,3532959200.0
189,CN,铜冠铜箔,SZ301217,11.24,0.03,0.27,-8.56,1434275.0,16094982.75,0.63,216.09,0.89,9318134715.0
190,CN,万凯新材,SZ301216,13.76,0.04,0.29,-27.21,2094061.0,28665362.72,0.73,12.805,1.453,7087681056.0
191,CN,中汽股份,SZ301215,6.07,0.01,0.17,18.44,7824561.0,47514804.66,1.02,49.817,0.89,8026968000.0
192,CN,观想科技,SZ301213,38.1,0.75,2.01,11.75,703700.0,26648375.0,2.45,263.802,0.236,3047999962.0
193,CN,联盛化学,SZ301212,26.15,0.0,0.0,-20.42,376463.0,9787972.15,1.39,26.221,1.453,2824200000.0
194,CN,亨迪药业,SZ301211,21.15,0.03,0.14,-25.85,3427926.0,71844217.7,4.76,31.777,1.574,6091200000.0
195,CN,金杨股份,SZ301210,44.1,-0.51,-1.14,-23.81,1014721.0,44552510.68,6.17,45.31,,3636325300.0
196,CN,联合化学,SZ301209,23.96,0.47,2.0,6.13,958032.0,22767993.4,3.91,52.637,0.751,1916800000.0
197,CN,中亦科技,SZ301208,37.74,0.79,2.14,11.92,961500.0,36048186.54,2.71,25.39,1.343,3774001887.0
198,CN,华兰疫苗,SZ301207,27.12,-0.02,-0.07,-8.21,1901557.0,51577028.83,1.35,25.243,0.737,16272406800.0
199,CN,三元生物,SZ301206,28.63,-0.64,-2.19,-24.88,1868941.0,53308713.37,1.81,106.867,2.445,5792584791.0
200,CN,联特科技,SZ301205,101.26,-0.7,-0.69,381.37,2720508.0,277499107.51,4.0,286.817,0.11,13137877440.0
201,CN,国泰环保,SZ301203,38.0,0.34,0.9,-14.23,659187.0,24911561.74,3.66,19.995,3.947,3040000000.0
202,CN,朗威股份,SZ301202,31.6,1.37,4.53,23.8,1883886.0,58761986.33,5.83,62.149,1.266,4310240000.0
203,CN,诚达药业,SZ301201,24.8,0.37,1.51,-21.32,1054700.0,25991639.0,1.21,50.738,0.758,3836902835.0
204,CN,大族数控,SZ301200,36.02,0.15,0.42,-1.44,543063.0,19606055.97,0.95,78.016,7.912,15128400000.0
205,CN,迈赫股份,SZ301199,24.59,0.23,0.94,23.8,823009.0,20141810.2,1.76,93.873,0.285,3278830600.0
206,CN,喜悦智行,SZ301198,11.7,0.18,1.56,-36.77,1688275.0,19583954.52,2.17,39.613,1.316,1977300000.0
207,CN,工大科雅,SZ301197,17.79,-0.07,-0.39,-12.81,977880.0,17531950.2,1.2,49.787,0.562,2144406600.0
208,CN,唯科科技,SZ301196,33.06,0.0,0.0,0.48,327239.0,10760338.99,0.86,26.34,2.117,4125888000.0
209,CN,北路智控,SZ301195,38.28,0.19,0.5,-22.26,665429.0,25466655.14,1.44,22.643,1.567,5034652207.0
210,CN,家联科技,SZ301193,16.65,-0.04,-0.24,-18.73,634226.0,10594840.2,0.69,32.723,1.129,3196800000.0
211,CN,泰祥股份,SZ301192,21.95,0.17,0.78,19.44,835450.0,18187192.0,0.84,60.805,0.911,2192805000.0
212,CN,菲菱科思,SZ301191,90.63,3.23,3.7,67.16,1762618.0,158361435.57,6.74,39.344,0.849,6284465460.0
213,CN,善水科技,SZ301190,18.39,0.18,0.99,3.11,675843.0,12381460.03,0.95,315.145,0.816,3947165235.0
214,CN,奥尼电子,SZ301189,27.67,0.37,1.36,-2.57,795600.0,21955104.0,1.93,328.661,0.723,3179185187.0
215,CN,力诺特玻,SZ301188,17.53,0.64,3.79,30.16,2465341.0,42718217.45,1.64,48.688,1.141,4074147300.0
216,CN,欧圣电气,SZ301187,19.08,0.14,0.74,17.15,1262289.0,24025430.0,2.64,22.988,3.669,3484154172.0
217,CN,超达装备,SZ301186,37.97,0.27,0.72,41.3,613911.0,23339700.0,2.84,26.336,1.053,2762652471.0
218,CN,鸥玛软件,SZ301185,19.51,0.13,0.67,28.62,3480395.0,68056426.76,4.04,48.073,0.513,2993177376.0
